"Imagename","Anomaly Score"
"Image6323","0"
"Image6324","0"
"Image6325","1"
"Image6326","0"
"Image6327","0"
"Image6328","0"
"Image6329","0"
"Image6330","0"
"Image6331","0"
"Image6332","0"
"Image6333","0"
"Image6334","0"
"Image6335","0"
"Image6336","0"
"Image6337","0"
"Image6338","0"
"Image6339","1"
"Image6340","0"
"Image6341","0"
"Image6342","0"
"Image6343","1"
"Image6344","0"
"Image6345","0"
"Image6346","0"
"Image6347","0"
"Image6348","0"
"Image6349","0"
"Image6350","0"
"Image6351","0"
"Image6352","0"
"Image6353","0"
"Image6354","0"
"Image6355","0"
"Image6356","0"
"Image6357","0"
"Image6358","0"
"Image6359","1"
"Image6360","0"
"Image6361","1"
"Image6362","0"
"Image6363","0"
"Image6364","0"
"Image6365","0"
"Image6366","0"
"Image6367","0"
"Image6368","0"
"Image6369","0"
"Image6370","0"
"Image6371","0"
"Image6372","0"
"Image6373","1"
"Image6374","1"
"Image6375","0"
"Image6376","0"
"Image6377","1"
"Image6378","0"
"Image6379","0"
"Image6380","0"
"Image6381","0"
"Image6382","0"
"Image6383","0"
"Image6384","0"
"Image6385","1"
"Image6386","1"
"Image6387","0"
"Image6388","1"
"Image6389","0"
"Image6390","1"
"Image6391","0"
"Image6392","0"
"Image6393","0"
"Image6394","0"
"Image6395","1"
"Image6396","0"
"Image6397","0"
"Image6398","0"
"Image6399","1"
"Image6400","0"
"Image6401","1"
"Image6402","0"
"Image6403","0"
"Image6404","0"
"Image6405","0"
"Image6406","0"
"Image6407","0"
"Image6408","0"
"Image6409","0"
"Image6410","0"
"Image6411","0"
"Image6412","0"
"Image6413","1"
"Image6414","1"
"Image6415","1"
"Image6416","1"
"Image6417","0"
"Image6418","0"
"Image6419","0"
"Image6420","0"
"Image6421","0"
"Image6422","0"
"Image6423","1"
"Image6424","0"
"Image6425","0"
"Image6426","1"
"Image6427","0"
"Image6428","0"
"Image6429","0"
"Image6430","0"
"Image6431","0"
"Image6432","0"
"Image6433","1"
"Image6434","0"
"Image6435","0"
"Image6436","1"
"Image6437","0"
"Image6438","0"
"Image6439","0"
"Image6440","0"
"Image6441","0"
"Image6442","0"
"Image6443","0"
"Image6444","0"
"Image6445","0"
"Image6446","0"
"Image6447","0"
"Image6448","0"
"Image6449","0"
"Image6450","0"
"Image6451","0"
"Image6452","0"
"Image6453","1"
"Image6454","0"
"Image6455","0"
"Image6456","0"
"Image6457","0"
"Image6458","0"
"Image6459","1"
"Image6460","1"
"Image6461","0"
"Image6462","0"
"Image6463","0"
"Image6464","1"
"Image6465","0"
"Image6466","1"
"Image6467","0"
"Image6468","0"
"Image6469","1"
"Image6470","0"
"Image6471","0"
"Image6472","0"
"Image6473","0"
"Image6474","0"
"Image6475","0"
"Image6476","0"
"Image6477","0"
"Image6478","0"
"Image6479","0"
"Image6480","0"
"Image6481","0"
"Image6482","1"
"Image6483","0"
"Image6484","0"
"Image6485","0"
"Image6486","0"
"Image6487","0"
"Image6488","0"
"Image6489","0"
"Image6490","0"
"Image6491","0"
"Image6492","0"
"Image6493","0"
"Image6494","0"
"Image6495","1"
"Image6496","0"
"Image6497","0"
"Image6498","0"
"Image6499","0"
"Image6500","1"
"Image6501","0"
"Image6502","0"
"Image6503","0"
"Image6504","0"
"Image6505","0"
"Image6506","0"
"Image6507","1"
"Image6508","0"
"Image6509","0"
"Image6510","0"
"Image6511","0"
"Image6512","0"
"Image6513","0"
"Image6514","1"
"Image6515","1"
"Image6516","0"
"Image6517","0"
"Image6518","0"
"Image6519","1"
"Image6520","0"
"Image6521","0"
"Image6522","0"
"Image6523","0"
"Image6524","0"
"Image6525","1"
"Image6526","0"
"Image6527","0"
"Image6528","0"
"Image6529","1"
"Image6530","0"
"Image6531","0"
"Image6532","0"
"Image6533","0"
"Image6534","0"
"Image6535","0"
"Image6536","0"
"Image6537","0"
"Image6538","0"
"Image6539","0"
"Image6540","0"
"Image6541","1"
"Image6542","1"
"Image6543","0"
"Image6544","0"
"Image6545","0"
"Image6546","0"
"Image6547","0"
"Image6548","0"
"Image6549","0"
"Image6550","0"
"Image6551","1"
"Image6552","0"
"Image6553","0"
"Image6554","0"
"Image6555","0"
"Image6556","0"
"Image6557","0"
"Image6558","1"
"Image6559","1"
"Image6560","1"
"Image6561","0"
"Image6562","0"
"Image6563","0"
"Image6564","1"
"Image6565","0"
"Image6566","0"
"Image6567","0"
"Image6568","1"
"Image6569","0"
"Image6570","0"
"Image6571","0"
"Image6572","0"
"Image6573","0"
"Image6574","0"
"Image6575","1"
"Image6576","0"
"Image6577","0"
"Image6578","0"
"Image6579","0"
"Image6580","0"
"Image6581","1"
"Image6582","0"
"Image6583","0"
"Image6584","0"
"Image6585","0"
"Image6586","0"
"Image6587","0"
"Image6588","0"
"Image6589","0"
"Image6590","0"
"Image6591","0"
"Image6592","0"
"Image6593","0"
"Image6594","0"
"Image6595","0"
"Image6596","0"
"Image6597","0"
"Image6598","0"
"Image6599","0"
"Image6600","0"
"Image6601","1"
"Image6602","0"
"Image6603","0"
"Image6604","0"
"Image6605","0"
"Image6606","0"
"Image6607","0"
"Image6608","1"
"Image6609","0"
"Image6610","0"
"Image6611","0"
"Image6612","0"
"Image6613","0"
"Image6614","0"
"Image6615","0"
"Image6616","1"
"Image6617","0"
"Image6618","0"
"Image6619","0"
"Image6620","0"
"Image6621","0"
"Image6622","0"
"Image6623","0"
"Image6624","0"
"Image6625","0"
"Image6626","0"
"Image6627","1"
"Image6628","0"
"Image6629","0"
"Image6630","0"
"Image6631","0"
"Image6632","0"
"Image6633","0"
"Image6634","1"
"Image6635","0"
"Image6636","0"
"Image6637","1"
"Image6638","0"
"Image6639","0"
"Image6640","0"
"Image6641","0"
"Image6642","0"
"Image6643","0"
"Image6644","0"
"Image6645","1"
"Image6646","0"
"Image6647","1"
"Image6648","0"
"Image6649","1"
"Image6650","0"
"Image6651","0"
"Image6652","0"
"Image6653","0"
"Image6654","1"
"Image6655","0"
"Image6656","1"
"Image6657","0"
"Image6658","1"
"Image6659","0"
"Image6660","0"
"Image6661","0"
"Image6662","0"
"Image6663","0"
"Image6664","0"
"Image6665","0"
"Image6666","0"
"Image6667","1"
"Image6668","0"
"Image6669","0"
"Image6670","0"
"Image6671","0"
"Image6672","0"
"Image6673","0"
"Image6674","0"
"Image6675","0"
"Image6676","0"
"Image6677","0"
"Image6678","1"
"Image6679","0"
"Image6680","0"
"Image6681","0"
"Image6682","0"
"Image6683","1"
"Image6684","0"
"Image6685","0"
"Image6686","0"
"Image6687","0"
"Image6688","0"
"Image6689","0"
"Image6690","0"
"Image6691","0"
"Image6692","0"
"Image6693","0"
"Image6694","0"
"Image6695","0"
"Image6696","0"
"Image6697","0"
"Image6698","0"
"Image6699","0"
"Image6700","1"
"Image6701","0"
"Image6702","0"
"Image6703","0"
"Image6704","0"
"Image6705","1"
"Image6706","0"
"Image6707","1"
"Image6708","0"
"Image6709","0"
"Image6710","0"
"Image6711","1"
"Image6712","1"
"Image6713","0"
"Image6714","1"
"Image6715","0"
"Image6716","0"
"Image6717","0"
"Image6718","0"
"Image6719","0"
"Image6720","0"
"Image6721","1"
"Image6722","0"
"Image6723","0"
"Image6724","0"
"Image6725","0"
"Image6726","0"
"Image6727","0"
"Image6728","0"
"Image6729","0"
"Image6730","0"
"Image6731","1"
"Image6732","0"
"Image6733","0"
"Image6734","0"
"Image6735","0"
"Image6736","0"
"Image6737","0"
"Image6738","1"
"Image6739","1"
"Image6740","0"
"Image6741","0"
"Image6742","0"
"Image6743","0"
"Image6744","0"
"Image6745","1"
"Image6746","1"
"Image6747","0"
"Image6748","0"
"Image6749","0"
"Image6750","1"
"Image6751","0"
"Image6752","0"
"Image6753","0"
"Image6754","1"
"Image6755","0"
"Image6756","0"
"Image6757","0"
"Image6758","0"
"Image6759","0"
"Image6760","1"
"Image6761","0"
"Image6762","0"
"Image6763","0"
"Image6764","0"
"Image6765","0"
"Image6766","0"
"Image6767","1"
"Image6768","0"
"Image6769","1"
"Image6770","0"
"Image6771","1"
"Image6772","0"
"Image6773","0"
"Image6774","0"
"Image6775","0"
"Image6776","0"
"Image6777","0"
"Image6778","0"
"Image6779","0"
"Image6780","0"
"Image6781","0"
"Image6782","0"
"Image6783","0"
"Image6784","0"
"Image6785","0"
"Image6786","0"
"Image6787","0"
"Image6788","1"
"Image6789","0"
"Image6790","0"
"Image6791","0"
"Image6792","0"
"Image6793","0"
"Image6794","0"
"Image6795","0"
"Image6796","0"
"Image6797","0"
"Image6798","0"
"Image6799","0"
"Image6800","0"
"Image6801","0"
"Image6802","0"
"Image6803","0"
"Image6804","0"
"Image6805","1"
"Image6806","0"
"Image6807","0"
"Image6808","0"
"Image6809","0"
"Image6810","0"
"Image6811","0"
"Image6812","0"
"Image6813","0"
"Image6814","0"
"Image6815","1"
"Image6816","0"
"Image6817","0"
"Image6818","1"
"Image6819","0"
"Image6820","1"
"Image6821","0"
"Image6822","0"
"Image6823","0"
"Image6824","0"
"Image6825","0"
"Image6826","0"
"Image6827","1"
"Image6828","1"
"Image6829","0"
"Image6830","1"
"Image6831","0"
"Image6832","1"
"Image6833","1"
"Image6834","0"
"Image6835","0"
"Image6836","0"
"Image6837","0"
"Image6838","1"
"Image6839","0"
"Image6840","0"
"Image6841","0"
"Image6842","0"
"Image6843","0"
"Image6844","0"
"Image6845","0"
"Image6846","0"
"Image6847","1"
"Image6848","1"
"Image6849","0"
"Image6850","0"
"Image6851","1"
"Image6852","1"
"Image6853","0"
"Image6854","0"
"Image6855","0"
"Image6856","0"
"Image6857","0"
"Image6858","1"
"Image6859","1"
"Image6860","0"
"Image6861","0"
"Image6862","0"
"Image6863","1"
"Image6864","0"
"Image6865","0"
"Image6866","0"
"Image6867","0"
"Image6868","0"
"Image6869","0"
"Image6870","0"
"Image6871","0"
"Image6872","0"
"Image6873","1"
"Image6874","0"
"Image6875","0"
"Image6876","0"
"Image6877","0"
"Image6878","0"
"Image6879","0"
"Image6880","0"
"Image6881","0"
"Image6882","1"
"Image6883","0"
"Image6884","0"
"Image6885","0"
"Image6886","0"
"Image6887","0"
"Image6888","0"
"Image6889","0"
"Image6890","0"
"Image6891","1"
"Image6892","0"
"Image6893","0"
"Image6894","0"
"Image6895","1"
"Image6896","0"
"Image6897","0"
"Image6898","1"
"Image6899","0"
"Image6900","0"
"Image6901","0"
"Image6902","0"
"Image6903","0"
"Image6904","0"
"Image6905","0"
"Image6906","0"
"Image6907","0"
"Image6908","0"
"Image6909","1"
"Image6910","1"
"Image6911","0"
"Image6912","1"
"Image6913","1"
"Image6914","1"
"Image6915","0"
"Image6916","0"
"Image6917","0"
"Image6918","0"
"Image6919","0"
"Image6920","0"
"Image6921","0"
"Image6922","0"
"Image6923","1"
"Image6924","0"
"Image6925","0"
"Image6926","0"
"Image6927","0"
"Image6928","0"
"Image6929","0"
"Image6930","1"
"Image6931","0"
"Image6932","0"
"Image6933","0"
"Image6934","1"
"Image6935","0"
"Image6936","0"
"Image6937","0"
"Image6938","0"
"Image6939","1"
"Image6940","0"
"Image6941","0"
"Image6942","0"
"Image6943","0"
"Image6944","0"
"Image6945","0"
"Image6946","0"
"Image6947","0"
"Image6948","0"
"Image6949","0"
"Image6950","1"
"Image6951","0"
"Image6952","1"
"Image6953","0"
"Image6954","0"
"Image6955","0"
"Image6956","0"
"Image6957","0"
"Image6958","1"
"Image6959","0"
"Image6960","1"
"Image6961","0"
"Image6962","0"
"Image6963","1"
"Image6964","0"
"Image6965","0"
"Image6966","1"
"Image6967","1"
"Image6968","0"
"Image6969","0"
"Image6970","0"
"Image6971","0"
"Image6972","0"
"Image6973","0"
"Image6974","0"
"Image6975","0"
"Image6976","0"
"Image6977","0"
"Image6978","0"
"Image6979","0"
"Image6980","0"
"Image6981","0"
"Image6982","1"
"Image6983","0"
"Image6984","0"
"Image6985","0"
"Image6986","0"
"Image6987","0"
"Image6988","0"
"Image6989","0"
"Image6990","0"
"Image6991","0"
"Image6992","0"
"Image6993","0"
"Image6994","0"
"Image6995","0"
"Image6996","0"
"Image6997","0"
"Image6998","0"
"Image6999","0"
"Image7000","0"
"Image7001","0"
"Image7002","0"
"Image7003","0"
"Image7004","0"
"Image7005","0"
"Image7006","0"
"Image7007","0"
"Image7008","0"
"Image7009","0"
"Image7010","1"
"Image7011","1"
"Image7012","1"
"Image7013","0"
"Image7014","0"
"Image7015","0"
"Image7016","1"
"Image7017","0"
"Image7018","0"
"Image7019","0"
"Image7020","1"
"Image7021","0"
"Image7022","0"
"Image7023","0"
"Image7024","0"
"Image7025","0"
"Image7026","0"
"Image7027","0"
"Image7028","0"
"Image7029","0"
"Image7030","0"
"Image7031","1"
"Image7032","0"
"Image7033","1"
"Image7034","1"
"Image7035","0"
"Image7036","1"
"Image7037","0"
"Image7038","0"
"Image7039","0"
"Image7040","0"
"Image7041","1"
"Image7042","0"
"Image7043","0"
"Image7044","0"
"Image7045","0"
"Image7046","1"
"Image7047","0"
"Image7048","1"
"Image7049","0"
"Image7050","0"
"Image7051","0"
"Image7052","1"
"Image7053","0"
"Image7054","0"
"Image7055","1"
"Image7056","1"
"Image7057","0"
"Image7058","0"
"Image7059","0"
"Image7060","0"
"Image7061","0"
"Image7062","0"
"Image7063","0"
"Image7064","1"
"Image7065","0"
"Image7066","1"
"Image7067","0"
"Image7068","0"
"Image7069","1"
"Image7070","0"
"Image7071","1"
"Image7072","0"
"Image7073","1"
"Image7074","0"
"Image7075","0"
"Image7076","0"
"Image7077","0"
"Image7078","0"
"Image7079","0"
"Image7080","0"
"Image7081","0"
"Image7082","0"
"Image7083","0"
"Image7084","0"
"Image7085","1"
"Image7086","0"
"Image7087","0"
"Image7088","0"
"Image7089","0"
"Image7090","0"
"Image7091","1"
"Image7092","0"
"Image7093","0"
"Image7094","1"
"Image7095","0"
"Image7096","0"
"Image7097","0"
"Image7098","1"
"Image7099","0"
"Image7100","0"
"Image7101","0"
"Image7102","0"
"Image7103","0"
"Image7104","0"
"Image7105","0"
"Image7106","0"
"Image7107","0"
"Image7108","0"
"Image7109","0"
"Image7110","0"
"Image7111","0"
"Image7112","0"
"Image7113","0"
"Image7114","0"
"Image7115","1"
"Image7116","0"
"Image7117","0"
"Image7118","0"
"Image7119","0"
"Image7120","1"
"Image7121","0"
"Image7122","0"
"Image7123","0"
"Image7124","0"
"Image7125","1"
"Image7126","0"
"Image7127","0"
"Image7128","1"
"Image7129","0"
"Image7130","0"
"Image7131","0"
"Image7132","0"
"Image7133","0"
"Image7134","0"
"Image7135","0"
"Image7136","0"
"Image7137","0"
"Image7138","1"
"Image7139","0"
"Image7140","1"
"Image7141","0"
"Image7142","0"
"Image7143","0"
"Image7144","0"
"Image7145","0"
"Image7146","1"
"Image7147","1"
"Image7148","1"
"Image7149","1"
"Image7150","1"
"Image7151","0"
"Image7152","0"
"Image7153","0"
"Image7154","0"
"Image7155","0"
"Image7156","0"
"Image7157","0"
"Image7158","0"
"Image7159","1"
"Image7160","1"
"Image7161","0"
"Image7162","1"
"Image7163","0"
"Image7164","0"
"Image7165","0"
"Image7166","1"
"Image7167","0"
"Image7168","1"
"Image7169","0"
"Image7170","1"
"Image7171","0"
"Image7172","0"
"Image7173","0"
"Image7174","0"
"Image7175","0"
"Image7176","0"
"Image7177","0"
"Image7178","0"
"Image7179","0"
"Image7180","1"
"Image7181","0"
"Image7182","1"
"Image7183","0"
"Image7184","0"
"Image7185","0"
"Image7186","0"
"Image7187","1"
"Image7188","0"
"Image7189","0"
"Image7190","0"
"Image7191","0"
"Image7192","0"
"Image7193","0"
"Image7194","0"
"Image7195","0"
"Image7196","0"
"Image7197","0"
"Image7198","0"
"Image7199","1"
"Image7200","0"
"Image7201","0"
"Image7202","0"
"Image7203","0"
"Image7204","0"
"Image7205","0"
"Image7206","0"
"Image7207","0"
"Image7208","0"
"Image7209","0"
"Image7210","0"
"Image7211","1"
"Image7212","0"
"Image7213","0"
"Image7214","1"
"Image7215","0"
"Image7216","0"
"Image7217","1"
"Image7218","0"
"Image7219","0"
"Image7220","0"
"Image7221","0"
"Image7222","0"
"Image7223","0"
"Image7224","0"
"Image7225","0"
"Image7226","1"
"Image7227","1"
"Image7228","0"
"Image7229","0"
"Image7230","0"
"Image7231","0"
"Image7232","0"
"Image7233","0"
"Image7234","0"
"Image7235","1"
"Image7236","0"
"Image7237","0"
"Image7238","0"
"Image7239","0"
"Image7240","0"
"Image7241","0"
"Image7242","0"
"Image7243","0"
"Image7244","0"
"Image7245","0"
"Image7246","0"
"Image7247","0"
"Image7248","0"
"Image7249","1"
"Image7250","0"
"Image7251","0"
"Image7252","0"
"Image7253","0"
"Image7254","0"
"Image7255","0"
"Image7256","1"
"Image7257","0"
"Image7258","0"
"Image7259","0"
"Image7260","0"
"Image7261","0"
"Image7262","0"
"Image7263","0"
"Image7264","0"
"Image7265","0"
"Image7266","0"
"Image7267","0"
"Image7268","0"
"Image7269","0"
"Image7270","1"
"Image7271","0"
"Image7272","0"
"Image7273","0"
"Image7274","0"
"Image7275","0"
"Image7276","0"
"Image7277","0"
"Image7278","0"
"Image7279","0"
"Image7280","0"
"Image7281","0"
"Image7282","0"
"Image7283","0"
"Image7284","0"
"Image7285","0"
"Image7286","0"
"Image7287","0"
"Image7288","0"
"Image7289","0"
"Image7290","0"
"Image7291","0"
"Image7292","1"
"Image7293","0"
"Image7294","0"
"Image7295","0"
"Image7296","0"
"Image7297","0"
"Image7298","0"
"Image7299","0"
"Image7300","0"
"Image7301","0"
"Image7302","0"
"Image7303","0"
"Image7304","0"
"Image7305","0"
"Image7306","0"
"Image7307","0"
"Image7308","0"
"Image7309","0"
"Image7310","1"
"Image7311","0"
"Image7312","1"
"Image7313","0"
"Image7314","0"
"Image7315","1"
"Image7316","0"
"Image7317","0"
"Image7318","0"
"Image7319","1"
"Image7320","0"
"Image7321","0"
"Image7322","0"
"Image7323","0"
"Image7324","0"
"Image7325","0"
"Image7326","0"
"Image7327","1"
"Image7328","0"
"Image7329","0"
"Image7330","1"
"Image7331","1"
"Image7332","0"
"Image7333","0"
"Image7334","0"
"Image7335","0"
"Image7336","0"
"Image7337","0"
"Image7338","0"
"Image7339","0"
"Image7340","0"
"Image7341","0"
"Image7342","0"
"Image7343","0"
"Image7344","0"
"Image7345","0"
"Image7346","1"
"Image7347","0"
"Image7348","1"
"Image7349","0"
"Image7350","0"
"Image7351","0"
"Image7352","0"
"Image7353","0"
"Image7354","0"
"Image7355","0"
"Image7356","0"
"Image7357","0"
"Image7358","1"
"Image7359","0"
"Image7360","0"
"Image7361","0"
"Image7362","0"
"Image7363","1"
"Image7364","0"
"Image7365","0"
"Image7366","0"
"Image7367","1"
"Image7368","0"
"Image7369","0"
"Image7370","0"
"Image7371","0"
"Image7372","0"
"Image7373","0"
"Image7374","0"
"Image7375","0"
"Image7376","0"
"Image7377","0"
"Image7378","0"
"Image7379","0"
"Image7380","0"
"Image7381","0"
"Image7382","0"
"Image7383","1"
"Image7384","0"
"Image7385","0"
"Image7386","1"
"Image7387","0"
"Image7388","1"
"Image7389","0"
"Image7390","1"
"Image7391","0"
"Image7392","1"
"Image7393","0"
"Image7394","0"
"Image7395","0"
"Image7396","0"
"Image7397","1"
"Image7398","0"
"Image7399","0"
"Image7400","0"
"Image7401","1"
"Image7402","0"
"Image7403","0"
"Image7404","0"
"Image7405","0"
"Image7406","1"
"Image7407","0"
"Image7408","0"
"Image7409","1"
"Image7410","0"
"Image7411","0"
"Image7412","1"
"Image7413","0"
"Image7414","0"
"Image7415","0"
"Image7416","0"
"Image7417","1"
"Image7418","0"
"Image7419","0"
"Image7420","0"
"Image7421","0"
"Image7422","0"
"Image7423","0"
"Image7424","0"
"Image7425","0"
"Image7426","1"
"Image7427","1"
"Image7428","1"
"Image7429","0"
"Image7430","0"
"Image7431","0"
"Image7432","0"
"Image7433","0"
"Image7434","0"
"Image7435","0"
"Image7436","0"
"Image7437","1"
"Image7438","0"
"Image7439","0"
"Image7440","1"
"Image7441","0"
"Image7442","0"
"Image7443","0"
"Image7444","0"
"Image7445","0"
"Image7446","1"
"Image7447","1"
"Image7448","0"
"Image7449","0"
"Image7450","0"
"Image7451","1"
"Image7452","0"
"Image7453","0"
"Image7454","0"
"Image7455","0"
"Image7456","0"
"Image7457","0"
"Image7458","0"
"Image7459","0"
"Image7460","0"
"Image7461","1"
"Image7462","0"
"Image7463","0"
"Image7464","0"
"Image7465","0"
"Image7466","1"
"Image7467","1"
"Image7468","0"
"Image7469","1"
"Image7470","0"
"Image7471","0"
"Image7472","0"
"Image7473","0"
"Image7474","0"
"Image7475","0"
"Image7476","0"
"Image7477","0"
"Image7478","0"
"Image7479","1"
"Image7480","0"
"Image7481","0"
"Image7482","0"
"Image7483","1"
"Image7484","1"
"Image7485","1"
"Image7486","0"
"Image7487","0"
"Image7488","1"
"Image7489","0"
"Image7490","1"
"Image7491","0"
"Image7492","0"
"Image7493","0"
"Image7494","0"
"Image7495","0"
"Image7496","0"
"Image7497","0"
"Image7498","0"
"Image7499","0"
"Image7500","0"
"Image7501","0"
"Image7502","0"
"Image7503","0"
"Image7504","0"
"Image7505","0"
"Image7506","0"
"Image7507","0"
"Image7508","0"
"Image7509","0"
"Image7510","0"
"Image7511","1"
"Image7512","0"
"Image7513","1"
"Image7514","1"
"Image7515","0"
"Image7516","0"
"Image7517","1"
"Image7518","0"
"Image7519","0"
"Image7520","0"
"Image7521","0"
"Image7522","0"
"Image7523","0"
"Image7524","0"
"Image7525","0"
"Image7526","0"
"Image7527","0"
"Image7528","0"
"Image7529","0"
"Image7530","0"
"Image7531","0"
"Image7532","1"
"Image7533","0"
"Image7534","0"
"Image7535","0"
"Image7536","0"
"Image7537","1"
"Image7538","0"
"Image7539","0"
"Image7540","0"
"Image7541","0"
"Image7542","0"
"Image7543","0"
"Image7544","0"
"Image7545","0"
"Image7546","0"
"Image7547","0"
"Image7548","0"
"Image7549","0"
"Image7550","0"
"Image7551","0"
"Image7552","0"
"Image7553","0"
"Image7554","1"
"Image7555","0"
"Image7556","0"
"Image7557","0"
"Image7558","0"
"Image7559","0"
"Image7560","0"
"Image7561","1"
"Image7562","0"
"Image7563","0"
"Image7564","0"
"Image7565","1"
"Image7566","0"
"Image7567","1"
"Image7568","0"
"Image7569","1"
"Image7570","0"
"Image7571","0"
"Image7572","0"
"Image7573","1"
"Image7574","0"
"Image7575","0"
"Image7576","0"
"Image7577","0"
"Image7578","0"
"Image7579","0"
"Image7580","0"
"Image7581","0"
"Image7582","0"
"Image7583","1"
"Image7584","0"
"Image7585","0"
"Image7586","0"
"Image7587","1"
"Image7588","1"
"Image7589","0"
"Image7590","0"
"Image7591","0"
"Image7592","1"
"Image7593","0"
"Image7594","0"
"Image7595","0"
"Image7596","0"
"Image7597","0"
"Image7598","0"
"Image7599","0"
"Image7600","0"
"Image7601","0"
"Image7602","0"
"Image7603","1"
"Image7604","0"
"Image7605","0"
"Image7606","0"
"Image7607","0"
"Image7608","0"
"Image7609","0"
"Image7610","1"
"Image7611","0"
"Image7612","1"
"Image7613","0"
"Image7614","1"
"Image7615","1"
"Image7616","0"
"Image7617","0"
"Image7618","0"
"Image7619","0"
"Image7620","0"
"Image7621","0"
"Image7622","0"
"Image7623","0"
"Image7624","0"
"Image7625","1"
"Image7626","1"
"Image7627","1"
"Image7628","0"
"Image7629","0"
"Image7630","0"
"Image7631","0"
"Image7632","1"
"Image7633","0"
"Image7634","0"
"Image7635","0"
"Image7636","1"
"Image7637","0"
"Image7638","0"
"Image7639","0"
"Image7640","0"
"Image7641","0"
"Image7642","1"
"Image7643","0"
"Image7644","0"
"Image7645","0"
"Image7646","0"
"Image7647","0"
"Image7648","1"
"Image7649","0"
"Image7650","0"
"Image7651","0"
"Image7652","0"
"Image7653","0"
"Image7654","0"
"Image7655","0"
"Image7656","0"
"Image7657","0"
"Image7658","0"
"Image7659","0"
"Image7660","0"
"Image7661","0"
"Image7662","0"
"Image7663","0"
"Image7664","0"
"Image7665","0"
"Image7666","0"
"Image7667","0"
"Image7668","1"
"Image7669","0"
"Image7670","0"
"Image7671","1"
"Image7672","1"
"Image7673","0"
"Image7674","0"
"Image7675","0"
"Image7676","0"
"Image7677","0"
"Image7678","0"
"Image7679","0"
"Image7680","0"
"Image7681","0"
"Image7682","1"
"Image7683","1"
"Image7684","0"
"Image7685","0"
"Image7686","0"
"Image7687","0"
"Image7688","0"
"Image7689","1"
"Image7690","1"
"Image7691","0"
"Image7692","0"
"Image7693","0"
"Image7694","0"
"Image7695","0"
"Image7696","0"
"Image7697","0"
"Image7698","1"
"Image7699","0"
"Image7700","0"
"Image7701","0"
"Image7702","0"
"Image7703","0"
"Image7704","0"
"Image7705","0"
"Image7706","0"
"Image7707","0"
"Image7708","0"
"Image7709","0"
"Image7710","0"
"Image7711","0"
"Image7712","0"
"Image7713","0"
"Image7714","0"
"Image7715","1"
"Image7716","0"
"Image7717","0"
"Image7718","0"
"Image7719","0"
"Image7720","0"
"Image7721","0"
"Image7722","0"
"Image7723","1"
"Image7724","0"
"Image7725","0"
"Image7726","0"
"Image7727","0"
"Image7728","1"
"Image7729","1"
"Image7730","0"
"Image7731","0"
"Image7732","0"
"Image7733","0"
"Image7734","0"
"Image7735","1"
"Image7736","0"
"Image7737","0"
"Image7738","0"
"Image7739","0"
"Image7740","0"
"Image7741","0"
"Image7742","1"
"Image7743","0"
"Image7744","0"
"Image7745","0"
"Image7746","0"
"Image7747","0"
"Image7748","0"
"Image7749","0"
"Image7750","0"
"Image7751","1"
"Image7752","0"
"Image7753","0"
"Image7754","0"
"Image7755","0"
"Image7756","0"
"Image7757","0"
"Image7758","1"
"Image7759","0"
"Image7760","1"
"Image7761","0"
"Image7762","0"
"Image7763","0"
"Image7764","0"
"Image7765","0"
"Image7766","0"
"Image7767","0"
"Image7768","0"
"Image7769","1"
"Image7770","0"
"Image7771","0"
"Image7772","0"
"Image7773","0"
"Image7774","0"
"Image7775","1"
"Image7776","0"
"Image7777","1"
"Image7778","0"
"Image7779","0"
"Image7780","0"
"Image7781","1"
"Image7782","0"
"Image7783","0"
"Image7784","0"
"Image7785","0"
"Image7786","0"
"Image7787","1"
"Image7788","0"
"Image7789","0"
"Image7790","1"
"Image7791","0"
"Image7792","0"
"Image7793","0"
"Image7794","0"
"Image7795","1"
"Image7796","1"
"Image7797","0"
"Image7798","0"
"Image7799","0"
"Image7800","0"
"Image7801","0"
"Image7802","0"
"Image7803","0"
"Image7804","0"
"Image7805","0"
"Image7806","0"
"Image7807","1"
"Image7808","0"
"Image7809","0"
"Image7810","0"
"Image7811","0"
"Image7812","0"
"Image7813","0"
"Image7814","0"
"Image7815","0"
"Image7816","0"
"Image7817","0"
"Image7818","0"
"Image7819","1"
"Image7820","1"
"Image7821","0"
"Image7822","0"
"Image7823","0"
"Image7824","0"
"Image7825","0"
"Image7826","0"
"Image7827","1"
"Image7828","0"
"Image7829","0"
"Image7830","0"
"Image7831","0"
"Image7832","0"
"Image7833","0"
"Image7834","0"
"Image7835","0"
"Image7836","0"
"Image7837","0"
"Image7838","0"
"Image7839","0"
"Image7840","0"
"Image7841","0"
"Image7842","0"
"Image7843","1"
"Image7844","0"
"Image7845","0"
"Image7846","1"
"Image7847","0"
"Image7848","0"
"Image7849","0"
"Image7850","0"
"Image7851","0"
"Image7852","0"
"Image7853","0"
"Image7854","1"
"Image7855","0"
"Image7856","0"
"Image7857","0"
"Image7858","0"
"Image7859","1"
"Image7860","0"
"Image7861","1"
"Image7862","1"
"Image7863","0"
"Image7864","0"
"Image7865","0"
"Image7866","0"
"Image7867","0"
"Image7868","0"
"Image7869","0"
"Image7870","0"
"Image7871","0"
"Image7872","1"
"Image7873","0"
"Image7874","0"
"Image7875","0"
